회사명,대표이사,홈페이지,본사주소,재무현황연도
노블테크(주),류무형,http://,"대전광역시 유성구 테크노3로 65, 101-639(관평동,한신에스메카)",2024
(주)에스제이유엔지니어링,임종욱,http://,"경기도 양주시 부흥로 2153, 3층 301호 (삼숭동)",2024
주식회사 썬더디에스,정운태,http://www.thunderds.co.kr,"서울특별시 금천구 디지털로9길 33, 12층 1201호 (가산동, IT미래TOWER)",2024
주식회사 에이치나인,"최우식, 배윤찬",http://www.hnine.com,"서울특별시 성동구 뚝섬로1길 25, 1001호,1002호,1003호,1004호,1005호(성수동1가, 서울숲 한라에코밸리)",2024
(주)엠링크코리아,권민제,http://www.mlinkkora.com,"서울특별시 서초구 바우뫼로35길 3, 5층 (양재동, 가은빌딩) ",2024
(주)비젠아이,여동원,http://www.bizeni.com,"서울특별시 금천구 가산디지털1로 145(가산동, 에이스하이엔드타워3차 403호)",2024
(주)제머나이소프트,강진욱,http://www.gemiso.co.kr,"서울특별시 마포구 월드컵북로 402, 1802호 (상암동, 케이지아이티센터)",2024
성창통신주식회사,전주환,http://,"부산광역시 동래구 충렬대로 114, 401호, 402호 (온천동, 듀오빌)",2024
주식회사 모니트,이충열,http://evmonit.com,"경기도 광명시 덕안로104번길 17, 15층 1510호(일직동, 광명역M클러스터)",2024
청수개발 주식회사,김철,http://,"제주특별자치도 제주시 애월읍 하광로 277, 2층",2024
주식회사 투웰텍,김상우,http://,"울산광역시 울주군 범서읍 구영로 220, 3층",2024
주식회사 이케이시스,김경열,www.eksys.co.kr,"서울특별시 강남구 테헤란로113길 7, 별관 4층 (삼성동, 백암아트센터)",2024
삼일씨티에스(주),최종원,http://www.31cts.com,"경기도 성남시 중원구 둔촌대로388번길 24 (상대원동,성남우림라이온스밸리3차805호)",2024
주식회사 에코파워산업,권병욱,http://,강원도 삼척시 근덕면 본동길 21-176,2024
(주)에스앤피소프트,홍승필,www.snpsoft.co.kr,"서울 송파구 백제고분로 45길 36 (송파동,1호)",2024
주식회사 피앤씨솔루션,최치원,http://www.pncsolution.co.kr/,"서울특별시 서초구 강남대로10길 53 (양재동, 피앤씨빌딩)",2024
주식회사 넥스다임,백국실,http://www.nexdigm.co.kr,"경기도 안양시 동안구 학의로 268 (관양동, 메가밸리 제3층 310호)",2024
(주)휴톤,김영상,http://www.huton.co.kr,"서울특별시 금천구 가산디지털1로 212, 제5층 제504호, 제505호 (가산동, 코오롱 디지털타워애스턴)",2024
에스티코퍼레이션(주),장재일,http://www.estevent.co.kr,"경기도 안양시 동안구 흥안대로427번길 16, 10층 1005호 (관양동)",2024
건영네트웍스(주),김영철,http://,"경기도 수원시 영통구 삼성로 308, 3층 306, 307호 (원천동, 신미주상가)",2024
주식회사 다울엔지니어링,김수용,http://,경기도 의정부시 평화로 794  (녹양동),2024
주식회사 에이치씨코퍼레이션,이종훈,http://hccorporation.kr/,"경기도 성남시 중원구 둔촌대로457번길 27 (상대원동, 우림라이온스밸리1차 12층)",2024
(주)티맥스소프트,"강기웅, 이형용",https://www.tmaxsoft.com/kr/main,"경기도 성남시 분당구 정자일로 45, 10층(금곡동, 티맥스소프트타워)",2024
주식회사 에스에이치네스크,박승하,http://shnesque.com,"서울특별시 성동구 아차산로15길 52, 4층 405호 (성수동2가, 삼환디지털벤처타워)",2024
(주)이마고픽쳐스,이성수,https://imagopictures.co.kr/,"서울특별시 강남구 논현로145길 50, 3층(논현동, 세븐스텝)",2024
주식회사 크라이저,임용선,http://krizer.com,"인천광역시 연수구 송도미래로 30, 에이동 710호,711호,712호 (송도동, 송도스마트밸리)",2024
(주)씨엠와이프린팅,권기욱,http://,"서울특별시 용산구 청파로 77 (한강로3가, 원효상가6동 1층28호)",2024
주식회사 레이아웃,오두환,http://,"서울특별시 강남구 선릉로 643, 3층 (논현동, 풍전빌딩)",2024
주식회사 시드닝,정봉호,http://,"부산광역시 해운대구 마린시티3로 37, 24층 2507호(우동, 한일오르듀)",2024
주식회사 에이아이네이션,곽지훈,http://,"서울특별시 서초구 매헌로 16, 리빙관3층 (양재동, 하이브랜드)",2024
(주)코드데이원,김훈민,https://codedayone.co.kr,"대전광역시 서구 배재로 155-40, 하워드관 H301호 (도마동)",2024
(주)제이케이소프트랩,최성규,http://,"서울특별시 강남구 강남대로 310, 10층 1012호 (역삼동, 유니온센터오피스텔)",2024
주식회사 다락컴퍼니,"이혜라, 구현성",http://,"서울특별시 마포구 성암로 330, C동 5층 525호 (상암동, DMC첨단산업센터)",2024
주식회사 제이더블유,"이상민, 이미성",http://,"경기도 광명시 하안로 60, E동 4층 411호 (소하동, 광명테크노파크)",2024
주식회사 제이케이코리아,김재헌,http://www.jkcorea.com,"경기도 성남시 중원구 사기막골로 124, 비즈센터동 6층 615호(상대원동, SKn테크노파크)",2024
탤런트링크,탁경만,http://www.talent-link.co.kr,"경상북도 경산시 삼풍로 27, 글로벌벤처동 2207호 (삼풍동, 경상북도테크노파크) ",2024
(주)스피쿠스,박인환,http://www.spicus.com,"서울특별시 중구 퇴계로 213, 7층 703,704,705호 (충무로4가)",2024
헤브론스타벤처스 주식회사 ,김민욱,http://,"서울특별시 강남구 봉은사로 304, 5층 (역삼동)",2024
주식회사 스카이아이씨티,백승철,http://skyinfo.kr,"경상남도 진주시 남강로 1123(상평동, 1층)",2024
주식회사 정원이알텍,채인옥,http://,광주광역시 서구 풍암신흥로11번길 15 (풍암동),2024
주식회사 제오시스,송재오,www.zeosis.com,"충청북도 청주시 흥덕구 봉명로 31, 1012호 (복대동)",2024
청강아이씨티(주),주수진,http://,"제주특별자치도 제주시 애월읍 하광로 277, 2층 202호",2024
(주)하이어스,송현도,http://hius.co.kr,"울산광역시 남구 옥현로 129, 8층 801호 (무거동, 벤처빌딩)",2024
주식회사 토이코스,엄준석,http://www.toicos.com,"세종특별자치시 집현중앙7로 3, 410호 (집현동, 산학연클러스터 지원센터)",2024
주식회사 메타유닉스,홍주희,http://,"서울특별시 영등포구 양평로21길 26, 1703호 (양평동5가)",2024
주식회사 지케이정보통신,김진봉,http://,"광주광역시 북구 동운로 29-1, 2층(동림동)",2024
주식회사 엔에이피에스,박종범,http://tnap.co.kr,"경기도 부천시 부천로198번길 18,  202동 13층 1310호, 1311호 (춘의동, 춘의테크노파크 II)",2024
"아이티고 주식회사 (ITGO Co., Ltd.)",이준구,www.itgocorp.com,"경기도 부천시 오정구 석천로 397, 302동 404호 (삼정동, 부천테크노파크쌍용3차)",2024
스튜디오 미름달,김문수,http://,"경기도 시흥시 매화2로 11, 서능연립 301동405호 (매화동)",2024
(주)이씨뱅크,최승관,www.ec-bank.net,"서울특별시 영등포구 선유로 70, 801호 (문래동3가)",2024
주식회사 케이티,김영섭,www.kt.com,"경기도 성남시 분당구 불정로 90, 1층 (정자동)",2024
동국시스템즈 주식회사,김오련,http://www.dongkuksystems.com,"서울특별시 중구 을지로5길 19, 8층, 9층 (수하동, FERRUM TOWER)",2024
김·장 법률사무소,김영무 외 64명,http://www.kimchang.com,"서울특별시 종로구 사직로8길 39, 1층(내자동)",2024
(주)해피타임,김용필,www.timesys.co.kr,"대전광역시 유성구 갑동로 71-10, 1층 (갑동)",2024
주식회사 휴텍이앤이,김태수,www.hutechcreon.co.kr,"경기도 안양시 동안구 흥안대로 415, 1124호 (평촌동, 두산벤처다임)",2024
주식회사 드림북,노진영,http://,"광주광역시 서구 화개1로24번길 20, 상가2동 303호(금호동, 풍암부영1차아파트(마재마을)) ",2024
(주)메타뱅크,소요환,http://www.metabank3d.com,"대전광역시 대덕구 한남로 70, 캠퍼스혁신파크 B동 205호 (오정동)",2024
주식회사 픽서(Fixer),전진순,http://,"서울특별시 종로구 종로 382, 906호(숭인동, 엘리시앙오피스텔)",2024
주식회사 서전텔콤,"양석진, 황희성",http://,"부산광역시 해운대구 센텀5로 41, (우동)",2024
주식회사 아임솔텍,김동희,http://www.imsoltec.co.kr,"서울특별시 영등포구 영신로 166, 영등포 반도아이비밸리 612호 (영등포동6가)",2024
(주)제스트정보기술,임항순,http://www.xest.co.kr,"서울특별시 금천구 디지털로 121, 7층 703호 (가산동, 에이스 가산타워) ",2024
주식회사위비즈테크,신중배,www.webiztech.co.kr,"서울특별시 종로구 세종대로23길 47, 미도파광화문빌딩 606호 (당주동)",2024
(주)와이즈스톤,이영석,http://,"경기도 과천시 과천대로7길 33, B동 1407호 (갈현동, 디테크타워)",2024
주식회사 한비로,권택술,http://hanbiro.com,"서울특별시 서초구 남부순환로333길 9,  5층 (서초동, 효천빌딩)",2024
헤브론스타(주),김형진,http://www.hebronstar.com,"서울특별시 강남구 봉은사로 304, 5층 (역삼동, 금강빌딩)",2024
(주)이지뮤지컬컴퍼니,이응규,http://,"서울특별시 강남구 테헤란로 313, 8층 8호(역삼동, 성지하이츠1) ",2024
주식회사 아이티앤,유인식,http://www.iten.co.kr,"경기도 남양주시 다산순환로 20, A동 735호(다산동, 현대프리미어캠퍼스)",2024
주식회사 스마트캠,엄광섭,http://,"충청북도 청주시 서원구 남이면 저산척북로 636-36, 주3동",2024
(주)휴먼베이스,김한울,http://www.humanbase.kr,"경기도 성남시 분당구 성남대로331번길 9-14, 2층 203호 모선빌딩 (정자동)",2024
주식회사 담비,김진섭,http://,"대구광역시 수성구 알파시티1로 184, 504호 (대흥동, 대구스포츠산업지원센터)",2024
(주) 엔키아,"김영부,이일섭",http://,"경기도 성남시 분당구 대왕판교로 660,  비동(삼평동, 유스페이스1 제10층)",2024
(주)물류혁명코리아,윤장석,www.logisroad.com,"서울특별시 서초구 강남대로101길 47, 5층 (잠원동, 다성빌딩)",2024
동덕정보통신(주),조범제,http://dongdeuk.co.kr,"서울특별시 서초구 주흥3길 16, 7층 (반포동)",2024
주식회사 터종합엔지니어링,황형호,http://,"경기도 가평군 가평읍 향교로 38-7, 2층",2024
(주)다우기술,김윤덕,http://www.daou.co.kr,"경기도 성남시 수정구 금토로 69, 4층 (금토동, 다우디지털스퀘어)",2024
(주)컴트루테크놀로지,박노현,http://www.comtrue.com/comtrue/,"서울특별시 마포구 월드컵북로 400, 7층 703호,704호 907호 ( 상암동, 서울경제진흥원)",2024
엠엘에스,윤정미,http://,"경기도 안양시 시민대로 230 (관양동,평촌아크로타워B1518-17호)",2024
(주)피앤피컨설팅,이순만,http://www.pnpc.co.kr,"서울특별시 강남구 테헤란로 310, 두꺼비빌딩 811호 (역삼동, 두꺼비빌딩)",2024
제이디미디어 주식회사,김석호,http://www.jd-media.co.kr,경기도 화성시 양감면 은행나무로170번길 23,2024
(주)블루셀,주상철,www.bluecell.kr,"경기도 화성시 동탄첨단산업1로 27, 에이1308호 (영천동, 금강펜테리움 아이엑스타워) ",2024
주식회사 탑엔지니어링,최성달,http://www.toptel.co.kr,경기도 수원시 권선구 산업로155번길 228-81 (고색동),2024
주식회사 에이아이매틱스,이훈,http://aimatics.ai,"경기도 성남시 분당구 황새울로 314, 3층,4층 (서현동, 유니퀘스트빌딩) ",2024
주식회사 하이텍네트웍스,박진호,http://,"경기도 군포시 공단로 284, 207호(금정동,  한림벤처타운)",2024
웨스글로벌(주),권남원,http://www.wessglobal.com,"충청남도 천안시 서북구 백석공단1로 10, 비동 811호 (백석동, 천안미래에이스하이테크시티)",2024
주식회사 다우이앤씨,홍해영,http://,"제주특별자치도 제주시 도평길 80, 2층 (도평동)",2024
주식회사 도현이앤지,양효진,http://,"경기도 포천시 군내면 풍류산길 11-100, 나동",2024
주식회사 원스타,신범수,http://,"경기도 안산시 단원구 광덕3로 145-5, 3층 301-66호(고잔동)",2024
주식회사 썬즈,김태완,http://,"경기도 광명시 하안로 228, 1동 11호(하안동, 광명시시범공단) ",2024
세운아트컴퍼니 주식회사,정우형,http://seunart.com,"서울특별시 서초구 동작대로 186, 4층 (방배동)",2024
주식회사 신화아이티,전대중,http://,"전라남도 무안군 삼향읍 오룡1길 42-59, 202호",2024
(주)액티브솔루션,김종원,http://actsolution.co.kr/ap/,"서울특별시 송파구 오금로 19길 6, 202(방이동)",2024
주식회사 에이아이오투오,안성민,http://www.o2o.kr,"대구광역시 북구 옥산로 111, 5층 유니콘랩 대구 에이05호(칠성동2가, 아이엠뱅크 제2본점)",2024
주식회사 에이스피릿,김현웅,http://,"경기도 성남시 수정구 창업로40번길 20, 지하2층 스타트업지원센터 6-8호 (시흥동, 소프트웨어드림센터) ",2024
주식회사 서호플러스,김정원,http://,"경상북도 구미시 신시로 75-1, 405호 (형곡동, 동우빌딩)",2024
비원이미지(주),원종명,http://www.b1-image.com,부산광역시 부산진구 엄광로386번길 33 (범천동),2024
(주)성하정보통신,박지원,http://,"부산광역시 동래구 동래로179번길 8, 1층(칠산동)",2024
한국디지털포렌식센터 주식회사,최운영,http://k-dfc.com,"서울특별시 서초구 서초대로50길 8, 7층 (서초동, 관정빌딩)",2024
주식회사 씨스텍,"이종재, 김용수",http://,"서울특별시 광진구 능동로 209, 세종대학교 창업지원센터 대양AI센터 1동 3층 329호 (군자동)",2024
(주)서울전시,박흥석,http://,"서울특별시 강남구 역삼로 136, 7층(역삼동, 신명빌딩)",2024
(주)에이치알정보통신,장유지,http://,"대전광역시 서구 둔산대로117번길 66, 421호 (만년동, 골드벤처타워)",2024
주식회사 타란,김수연,http://,"서울특별시 성동구 성수일로 111, 715호 (성수동1가, 선명스퀘어지식산업센터)",2024
